ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45807578.0,11290.0,-,MERCEDES-BENZ,C 200,2012,Sedan,No,Petrol,2,568300 km,,Manual,Front,4-May,Left wheel,Silver,6.0
45730331.0,40092.0,730,SSANGYONG,Actyon,1988,Jeep,Yes,Diesel,1.6,22100 km,4,Automatic,Front,4-May,Left wheel,Red,4.0
45490601.0,31361.0,934,MAZDA,Mazda 6,1995,Sedan,Yes,Petrol,2.5,155400 km,4,Tiptronic,Front,4-May,Left wheel,White,12.0
45794923.0,13799.0,-,MERCEDES-BENZ,E 240,2013,Sedan,Yes,Petrol,2.4,510100 km,6,Tiptronic,Rear,4-May,Right-hand drive,Silver,8.0
45761461.0,16308.0,-,BMW,530,2005,Sedan,Yes,Petrol,3,419300 km,6,Automatic,Rear,4-May,Left wheel,Blue,8.0
45732718.0,10349.0,639,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,490600 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45800230.0,7527.0,-,TOYOTA,Caldina,2016,Sedan,No,CNG,2,564800 km,4,Automatic,4x4,4-May,Right-hand drive,White,6.0
45455982.0,16308.0,862,SUBARU,Forester,2008,Jeep,No,Petrol,2.5,460200 km,4,Automatic,4x4,4-May,Left wheel,Silver,0.0
45760167.0,5018.0,1646,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,669000 km,8,Automatic,4x4,4-May,Left wheel,Black,0.0
45657107.0,58018.0,1387,MERCEDES-BENZ,CLS 550,2013,Sedan,Yes,Petrol,,65000 km,8,Tiptronic,Rear,4-May,Left wheel,Grey,12.0
45765475.0,15994.0,-,FORD,Transit,2006,Goods wagon,No,Diesel,2.2 Turbo,405700 km,4,Manual,Front,4-May,Left wheel,Blue,4.0
45809580.0,25089.0,595,TOYOTA,Aqua,2001,Hatchback,Yes,Petrol,1.5,393300 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45768350.0,10663.0,828,CHEVROLET,Malibu,2014,Sedan,Yes,Petrol,1.5,478700 km,4,Automatic,Front,4-May,Left wheel,Brown,12.0
45793634.0,6272.0,1282,CHEVROLET,Captiva,2016,Jeep,Yes,Diesel,2,665700 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45175819.0,21796.0,481,FORD,Fusion,2002,Sedan,No,Hybrid,2,94896 km,4,Automatic,Front,4-May,Left wheel,Red,8.0
45210923.0,6899.0,-,RENAULT,Kangoo,2015,Goods wagon,No,Petrol,1.2,572441 km,4,Manual,Front,4-May,Left wheel,Blue,2.0
45815416.0,24462.0,-,TOYOTA,Camry SE,2003,Sedan,Yes,Petrol,2.5,269892 km,4,Automatic,Front,4-May,Left wheel,Black,0.0
45700999.0,31361.0,1172,MERCEDES-BENZ,E 350,1992,Sedan,Yes,Petrol,3.5,264900 km,6,Tiptronic,4x4,4-May,Left wheel,Silver,12.0
45771748.0,20071.0,-,MERCEDES-BENZ,ML 350 SPECIAL EDITION,2009,Jeep,Yes,CNG,3.5,307328 km,6,Tiptronic,4x4,4-May,Left wheel,Silver,12.0
45809844.0,13184.0,501,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,450800 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45802895.0,36827.0,640,HYUNDAI,Santa FE,1994,Jeep,Yes,Diesel,2,107982 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45787311.0,20385.0,-,TOYOTA,Prius,2004,Hatchback,No,Hybrid,1.8,379500 km,6,Tiptronic,Front,4-May,Left wheel,White,8.0
45646971.0,3450.0,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,750400 km,4,Automatic,Front,4-May,Left wheel,Black,12.0
45776720.0,4500.0,-,OPEL,Vectra,2020,Hatchback,No,Petrol,1.8,538900 km,4,Manual,Front,4-May,Left wheel,Blue,4.0
44110192.0,14113.0,-,TOYOTA,Aqua,2007,Hatchback,No,Hybrid,1.5,473200 km,4,Automatic,Front,4-May,Right-hand drive,Silver,4.0
45800416.0,7213.0,-,NISSAN,March,2018,Hatchback,No,Petrol,1.4,580000 km,4,Automatic,Front,4-May,Right-hand drive,Yellow,4.0
45283336.0,22266.0,777,TOYOTA,Camry sporti,2001,Sedan,Yes,Petrol,2.5,246700 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0
45178867.0,37633.0,1058,TOYOTA,Highlander sport,1992,Jeep,Yes,Petrol,3.5,126700 km,6,Automatic,4x4,4-May,Left wheel,White,10.0
45769928.0,42337.0,1079,TOYOTA,CHR,1990,Jeep,No,Petrol,2,0 km,4,Automatic,Front,4-May,Left wheel,Black,8.0
45433610.0,11917.0,649,HONDA,FIT,2010,Hatchback,No,Petrol,1.5,370109 km,4,Automatic,Front,4-May,Left wheel,Blue,0.0
45756748.0,862.0,1399,FORD,Taurus,2022,Sedan,Yes,Petrol,3.5,627676 km,6,,Front,4-May,Left wheel,Black,12.0
45426955.0,37320.0,-,MERCEDES-BENZ,S 350,1990,Sedan,Yes,Petrol,3.5,205000 km,6,Tiptronic,Rear,4-May,Left wheel,Black,8.0
45806441.0,1490.0,1055,NISSAN,Altima,2022,Sedan,Yes,Petrol,3.5,701900 km,6,Automatic,Front,4-May,Left wheel,White,12.0
45815231.0,3920.0,779,TOYOTA,Camry,2020,Sedan,Yes,Petrol,,567100 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0
45802199.0,32744.0,777,HYUNDAI,H1,1997,Minivan,Yes,Diesel,2.5,203500 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45799982.0,5488.0,-,MERCEDES-BENZ,A 190,2016,Hatchback,No,Petrol,1.9,632600 km,4,Automatic,Front,4-May,Right-hand drive,Black,4.0
45814255.0,2500.0,-,TOYOTA,Ist,2022,Hatchback,No,Petrol,1.5,513500 km,4,Automatic,Front,4-May,Right-hand drive,White,4.0
45766567.0,1568.0,-,NISSAN,Tiida,2022,Hatchback,No,Petrol,1.5,620500 km,4,Automatic,Front,4-May,Right-hand drive,Silver,4.0
45664377.0,157.0,,BMW,X5,2021,Jeep,Yes,Diesel,3,755200 km,6,Automatic,4x4,4-May,Left wheel,Grey,0.0
45787321.0,7840.0,-,OPEL,Zafira,2013,Minivan,No,Petrol,2.2,530400 km,4,Manual,Front,4-May,Right-hand drive,White,2.0
45811448.0,15681.0,-,CHEVROLET,Cruze,2007,Sedan,No,Petrol,1.4 Turbo,438600 km,4,Manual,Front,4-May,Left wheel,Carnelian red,8.0
45758402.0,18817.0,639,BMW,320,2006,Sedan,Yes,Petrol,2,393009 km,4,Automatic,Rear,4-May,Left wheel,Red,0.0
45769929.0,549.0,639,SUBARU,Forester,2021,Jeep,Yes,Petrol,2,550100 km,4,Automatic,4x4,4-May,Left wheel,White,0.0
45798467.0,24775.0,-,BMW,X5,1999,Jeep,Yes,Diesel,3.0 Turbo,226100 km,2,Manual,4x4,4-May,Left wheel,Silver,12.0
45786867.0,7840.0,-,SUBARU,Forester,2016,Jeep,No,Plug-in Hybrid,2.0 Turbo,643900 km,4,Automatic,4x4,4-May,Right-hand drive,Black,2.0
45654492.0,8154.0,1750,LEXUS,RX 400,2012,Jeep,Yes,Hybrid,3.3,544800 km,6,Automatic,4x4,4-May,Left wheel,Silver,12.0
45804444.0,32305.0,753,JEEP,Compass,1994,Jeep,Yes,Petrol,2.4,102200 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45786009.0,31361.0,779,TOYOTA,Avalon limited,1992,Sedan,Yes,Hybrid,2.5,151400 km,4,Automatic,Front,4-May,Left wheel,Carnelian red,10.0
45772872.0,1490.0,586,LEXUS,CT 200h,2020,Hatchback,Yes,Hybrid,1.8,680200 km,4,Automatic,Front,4-May,Left wheel,White,0.0
45787171.0,6272.0,-,MERCEDES-BENZ,Vito,2017,Minivan,No,Diesel,2.3,587848 km,4,Manual,Front,2-Mar,Left wheel,White,1.0
45770117.0,9408.0,585,MERCEDES-BENZ,C 250 AMG,2014,Coupe,Yes,Petrol,1.8 Turbo,478200 km,4,Tiptronic,Rear,4-May,Left wheel,Black,10.0
45789879.0,5425.0,1095,SSANGYONG,Kyron,2014,Jeep,Yes,Diesel,2,640700 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45798509.0,15681.0,640,HYUNDAI,Sonata,2006,Sedan,Yes,LPG,2,477700 km,4,Tiptronic,Front,4-May,Left wheel,Silver,4.0
45792346.0,8154.0,1236,HONDA,FIT,2014,Sedan,No,Petrol,1.3,481500 km,4,Automatic,Front,4-May,Right-hand drive,Black,2.0
39922764.0,4704.0,-,HONDA,Pilot,2016,Jeep,Yes,Petrol,3.5,636300 km,6,Automatic,4x4,4-May,Left wheel,White,4.0
44755761.0,31361.0,-,TOYOTA,Prius,1997,Hatchback,No,Hybrid,1.8,254160 km,4,Automatic,Front,4-May,Left wheel,Grey,10.0
45504338.0,39201.0,456,TOYOTA,Camry,1989,Sedan,Yes,Hybrid,2.5,43700 km,4,,Front,4-May,Left wheel,Grey,10.0
45642822.0,3136.0,781,TOYOTA,Camry,2022,Sedan,Yes,Hybrid,2.5,669000 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45760640.0,8467.0,1249,SUBARU,Forester,2019,Jeep,Yes,Petrol,2.5,569514 km,4,Automatic,4x4,4-May,Left wheel,Blue,0.0
45781432.0,60213.0,-,MERCEDES-BENZ,C 300,2015,Sedan,No,Petrol,2.0 Turbo,20000 km,4,Tiptronic,Rear,4-May,Left wheel,Black,12.0
45816287.0,12388.0,919,BMW,X5,2010,Jeep,Yes,Diesel,3,420500 km,6,Automatic,4x4,4-May,Left wheel,Black,
45738549.0,5018.0,-,OPEL,Vectra,2017,Hatchback,No,Petrol,2,521200,4,Manual,Front,4-May,Left wheel,Carnelian red,2.0
45810580.0,15423.0,642,CHEVROLET,Orlando,2010,Jeep,Yes,Diesel,2,363400 km,4,Automatic,Front,4-May,Left wheel,Red,4.0
45786768.0,7213.0,-,SUBARU,Legacy,2014,Sedan,Yes,Petrol,3,609300 km,6,Automatic,4x4,4-May,Right-hand drive,Silver,4.0
45641375.0,706.0,394,TOYOTA,Camry,2022,Sedan,Yes,Hybrid,2.5,627700 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0
45801446.0,17000.0,562,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.4 Turbo,463100 km,4,Tiptronic,Front,4-May,Left wheel,Black,10.0
45786791.0,17405.0,697,HYUNDAI,Elantra,2007,Sedan,No,Petrol,1.8,369100 km,4,Tiptronic,Front,4-May,Left wheel,Silver,10.0
45811563.0,12544.0,-,TOYOTA,Aqua,2011,Hatchback,No,Hybrid,1.5,507200 km,4,Automatic,Front,4-May,Right-hand drive,Black,8.0
45766846.0,6586.0,900,KIA,Sportage,2017,Jeep,Yes,Petrol,2.4,669200 km,4,Automatic,4x4,4-May,Left wheel,Blue,12.0
45793354.0,12544.0,-,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,CNG,3.7,553900 km,6,Tiptronic,4x4,4-May,Left wheel,Silver,12.0
45810596.0,18346.0,765,CHEVROLET,Orlando,2005,Jeep,Yes,LPG,2,298100 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45649863.0,13956.0,603,LEXUS,RX 450,2008,Jeep,Yes,Hybrid,3.5,465100 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0
45816160.0,2901.0,751,HYUNDAI,Santa FE,2017,Jeep,Yes,Petrol,2.4,643500 km,4,Automatic,Front,4-May,Left wheel,Silver,11.0
45780152.0,13485.0,753,KIA,Optima,2008,Sedan,No,Petrol,2.4,380237 km,4,Automatic,Front,4-May,Left wheel,Silver,0.0
45489009.0,21012.0,749,HYUNDAI,Sonata,2004,Sedan,Yes,Petrol,2.4,499500 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0
45809892.0,14856.0,639,CHEVROLET,Cruze,2008,Sedan,Yes,Diesel,2,412000 km,4,Automatic,Front,4-May,Left wheel,Blue,4.0
45757091.0,20385.0,584,VOLKSWAGEN,Jetta,2007,Sedan,Yes,Petrol,1.8 Turbo,399100 km,4,Tiptronic,Front,4-May,Left wheel,White,8.0
45804919.0,31361.0,1018,BMW,X5,1992,Jeep,Yes,Diesel,3,251900 km,6,Automatic,4x4,4-May,Left wheel,Silver,0.0
45798261.0,4500.0,-,BMW,318,2020,Sedan,Yes,Petrol,1.6,643200 km,4,Manual,Rear,4-May,Left wheel,Red,4.0
45776476.0,12544.0,843,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.5,177024 km,4,Automatic,Front,4-May,Left wheel,Blue,4.0
45804209.0,27463.0,1211,JAGUAR,XF,1999,Sedan,Yes,Diesel,3,221400 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45813367.0,392.0,917,BMW,,2022,Jeep,Yes,Petrol,3,615300 km,6,Automatic,4x4,4-May,Left wheel,White,12.0
45815372.0,7840.0,-,MERCEDES-BENZ,E 200,2015,Sedan,No,CNG,2,379700 km,4,Manual,Rear,4-May,Left wheel,Black,4.0
45789872.0,15681.0,-,MERCEDES-BENZ,ML 55 AMG,2006,Jeep,Yes,Petrol,5.5,508000 km,8,Automatic,4x4,4-May,Left wheel,Black,10.0
45781949.0,16935.0,-,MERCEDES-BENZ,E 320,2010,Sedan,Yes,Petrol,3.2,439200 km,6,Tiptronic,Rear,4-May,Left wheel,White,12.0
45794085.0,15681.0,-,BMW,X5,2007,Jeep,Yes,Diesel,3,429300 km,6,Tiptronic,Rear,4-May,Left wheel,Silver,0.0
45730788.0,18503.0,730,HYUNDAI,Elantra,2003,Sedan,Yes,LPG,1.6,373900 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45655760.0,13956.0,603,LEXUS,RX 450,2008,Jeep,Yes,Hybrid,3.5,149387 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0
45568950.0,13172.0,1855,HONDA,,2012,Minivan,No,Petrol,2,589700 km,4,Tiptronic,Front,4-May,Right-hand drive,Blue,8.0
44063270.0,15000.0,1539,TOYOTA,Sienta,2018,Minivan,No,Petrol,1,0 km,3,,Front,4-May,Right-hand drive,White,4.0
45601345.0,20385.0,-,FORD,C-MAX,2003,Jeep,Yes,Hybrid,2,385900 km,4,Automatic,Front,4-May,Left wheel,Carnelian red,10.0
45797681.0,19707.0,583,HYUNDAI,Elantra,2004,Sedan,Yes,Petrol,1.6,396297 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45801913.0,18817.0,584,HYUNDAI,Elantra,2005,Sedan,Yes,Petrol,1.8 Turbo,302600 km,4,Tiptronic,Front,4-May,Left wheel,Silver,8.0
45773293.0,2901.0,586,CHEVROLET,Cruze,2021,Sedan,Yes,Petrol,1.8,579500 km,4,Automatic,Front,4-May,Left wheel,Blue,12.0
45765343.0,11447.0,308,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,424200 km,4,Automatic,Front,4-May,Left wheel,Red,0.0
45810047.0,11290.0,-,FORD,Transit,1997,Microbus,No,Diesel,2.5,0 km,4,Manual,Rear,4-May,Left wheel,White,2.0
45770115.0,12388.0,1399,MERCEDES-BENZ,E 350,2010,,Yes,Diesel,3.5,352000,6,Automatic,4x4,4-May,Left wheel,Black,12.0
45810508.0,17249.0,-,MERCEDES-BENZ,E 220,2007,Sedan,No,Diesel,2.2 Turbo,0 km,4,Automatic,Rear,4-May,Left wheel,Black,0.0
45757399.0,12231.0,-,FIAT,500,2011,Coupe,No,Petrol,1.4,494800 km,4,Manual,Front,2-Mar,Left wheel,Black,6.0
43116659.0,16621.0,586,TOYOTA,Prius,2009,Hatchback,No,Petrol,1.8,397100 km,4,Automatic,Front,4-May,Left wheel,Blue,6.0
45789128.0,17249.0,690,HONDA,FIT,2006,Hatchback,No,Petrol,1.5,361000 km,4,Automatic,Front,4-May,Left wheel,White,8.0
45802284.0,44517.0,1091,HYUNDAI,H1,1986,Universal,Yes,Diesel,2.5,989 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45803133.0,11604.0,1017,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,504600 km,4,Automatic,Front,4-May,Left wheel,Orange,4.0
45809245.0,35617.0,765,CHEVROLET,Captiva,1993,Jeep,Yes,Diesel,2,144600 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45761646.0,60.0,-,TOYOTA,Prius,2021,Sedan,No,Hybrid,1.5,650900 km,2,Automatic,Front,4-May,Left wheel,White,2.0
45811317.0,13799.0,915,BMW,X5,2014,Jeep,Yes,Diesel,3,62067 km,6,Automatic,4x4,4-May,Left wheel,White,12.0
45765934.0,627.0,934,MAZDA,1000,2022,Sedan,Yes,Petrol,2.5,651000 km,4,Automatic,4x4,4-May,Left wheel,Red,12.0
45766125.0,549.0,891,AUDI,A6,2021,Sedan,Yes,Petrol,2,706600 km,4,Automatic,4x4,4-May,Left wheel,Grey,0.0
45803258.0,10036.0,639,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2,580769 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45690311.0,13172.0,1662,NISSAN,Serena,2011,Minivan,No,Hybrid,2,455300 km,4,Automatic,Front,4-May,Right-hand drive,Silver,6.0
45754831.0,12231.0,1671,JEEP,Cherokee,2016,Sedan,Yes,Petrol,3.2,522500 km,6,Automatic,Front,4-May,Left wheel,Pink,12.0
45801333.0,22580.0,650,CHEVROLET,Cruze,2000,Sedan,No,Petrol,1.4,290800 km,4,Tiptronic,Front,4-May,Left wheel,White,8.0
45788376.0,18503.0,-,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.8,355800 km,4,Automatic,Front,4-May,Left wheel,White,7.0
45809316.0,7213.0,924,TOYOTA,Venza,2015,Jeep,Yes,Petrol,2.7,577400 km,4,Automatic,4x4,4-May,Left wheel,Silver,12.0
45772985.0,2509.0,1017,MERCEDES-BENZ,GLA 250,2020,Jeep,Yes,Petrol,2,778700 km,4,Automatic,Front,4-May,Left wheel,Blue,0.0
45813427.0,4861.0,1018,BMW,535,2019,Sedan,Yes,Petrol,3,558013 km,6,Automatic,4x4,4-May,Left wheel,Brown,12.0
45792609.0,17249.0,475,TOYOTA,Prius C,2007,Hatchback,No,Hybrid,1.4,61536 km,4,Automatic,Front,4-May,Left wheel,White,6.0
45645638.0,784.0,394,TOYOTA,Camry,2022,Sedan,Yes,Hybrid,2.5,726000 km,4,Automatic,Front,4-May,Left wheel,Black,12.0
45757330.0,392.0,1514,LEXUS,GX 470,2022,Sedan,Yes,Petrol,4.6,728300 km,8,Automatic,4x4,4-May,Left wheel,White,0.0
45807148.0,19914.0,-,FORD,Transit T330,2009,Microbus,No,Diesel,2.4 Turbo,342500 km,4,Manual,Rear,2-Mar,Left wheel,Red,4.0
45732151.0,44558.0,891,HYUNDAI,Santa FE,1988,Jeep,Yes,Diesel,2,0 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45806261.0,7213.0,-,BMW,525,2016,Sedan,Yes,CNG,2.5,609500 km,6,Tiptronic,Rear,4-May,Left wheel,Blue,6.0
45772560.0,157.0,915,AUDI,A7,2022,Hatchback,Yes,Petrol,3,673400 km,6,Automatic,4x4,4-May,Left wheel,Grey,0.0
44782665.0,12900.0,836,VOLKSWAGEN,CC,2012,Sedan,Yes,Petrol,2,81884 km,4,Tiptronic,Front,4-May,Left wheel,Silver,12.0
45435109.0,13350.0,-,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.5,467800 km,4,Automatic,Front,4-May,Left wheel,Golden,10.0
45766961.0,41710.0,-,MERCEDES-BENZ,R 350 BLUETEC,1985,Minivan,Yes,Diesel,3.0 Turbo,81270 km,6,Tiptronic,4x4,4-May,Left wheel,Blue,12.0
45801387.0,17249.0,-,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.8,411400 km,4,Variator,Front,4-May,Left wheel,White,10.0
45730582.0,20297.0,707,SSANGYONG,REXTON,2001,Jeep,Yes,Diesel,2,396000 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45794101.0,18817.0,-,BMW,550,2003,Sedan,Yes,Petrol,4.8,345500 km,8,Tiptronic,Rear,>5,Left wheel,White,5.0
45610411.0,21326.0,1108,FORD,Mustang cabrio,2005,Cabriolet,No,Petrol,3.7,355300 km,6,Automatic,Rear,2-Mar,Left wheel,Grey,10.0
45802254.0,36899.0,777,HYUNDAI,H1,1996,Minivan,Yes,Diesel,2.5,121800 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45804632.0,21953.0,765,HYUNDAI,Tucson,2003,Jeep,Yes,Diesel,2,296500 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45795525.0,17249.0,-,TOYOTA,Aqua,2005,Sedan,Yes,Hybrid,1.5,366500 km,4,Automatic,Front,4-May,Right-hand drive,White,4.0
45788787.0,19757.0,810,HYUNDAI,Elantra,2003,Sedan,No,Petrol,1.8,397200 km,4,Tiptronic,Front,>5,Left wheel,Grey,6.0
45801624.0,11604.0,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,0 km,4,Variator,Front,4-May,Left wheel,Black,10.0
44489708.0,6500.0,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,,4,Automatic,Front,4-May,Right-hand drive,White,2.0
45800993.0,21953.0,1187,HONDA,Civic,2008,Sedan,No,Hybrid,1.4,214800 km,8,Automatic,4x4,4-May,Right-hand drive,White,10.0
45789970.0,14426.0,639,KIA,Sportage,2011,Jeep,Yes,Diesel,2,564100 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45808976.0,12187.0,531,CHEVROLET,Aveo,2013,Hatchback,Yes,Petrol,1.6,511800 km,4,Automatic,Front,4-May,Left wheel,Blue,4.0
45768361.0,15210.0,1076,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,2,456600 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0
45813151.0,220.0,919,MERCEDES-BENZ,ML 350,2022,Jeep,Yes,Diesel,3,697700 km,6,Automatic,4x4,4-May,Left wheel,Grey,12.0
45812656.0,8311.0,781,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4,422700 km,4,Automatic,Front,4-May,Left wheel,Red,12.0
45798169.0,11102.0,790,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,159813 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45650206.0,470.0,1018,MERCEDES-BENZ,ML 350,2022,Jeep,Yes,Diesel,3,698600 km,6,Automatic,4x4,4-May,Left wheel,Silver,12.0
45806823.0,14113.0,-,TOYOTA,Aqua,2011,Hatchback,No,Hybrid,1.5,377200 km,4,Automatic,Front,4-May,Right-hand drive,Green,4.0
45647650.0,4077.0,1363,LEXUS,GX 460,2019,Jeep,Yes,Petrol,4.6,568500 km,8,Automatic,4x4,4-May,Left wheel,Black,0.0
45789756.0,29793.0,640,AUDI,A4,1992,Sedan,Yes,Petrol,2.0 Turbo,126700,4,Tiptronic,Front,4-May,Left wheel,Grey,10.0
45796974.0,10945.0,1185,HYUNDAI,H1,2012,Minivan,Yes,Diesel,2.5,600900 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45643535.0,26971.0,640,FORD,Focus,2001,Sedan,Yes,Petrol,2.0 Turbo,221100 km,4,Manual,Front,4-May,Left wheel,Yellow,8.0
45474056.0,20385.0,-,NISSAN,Juke,2006,Hatchback,No,Petrol,1.6,273000 km,4,Automatic,Front,4-May,Left wheel,Blue,10.0
45806365.0,1803.0,585,TOYOTA,Prius,2022,Hatchback,Yes,Hybrid,1.8,602700 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45803020.0,97401.0,1077,HYUNDAI,,2019,Jeep,Yes,Diesel,2,14489 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45803216.0,13877.0,836,HYUNDAI,Sonata,2007,Sedan,Yes,Petrol,2,487500 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45733586.0,65052.0,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,27448 km,4,Automatic,Front,4-May,Left wheel,,4.0
45808621.0,627.0,900,DODGE,Avenger,2022,Sedan,Yes,Petrol,2.4,615600 km,4,Automatic,Front,4-May,Left wheel,Black,12.0
45796523.0,17876.0,-,TOYOTA,,2005,Hatchback,No,Hybrid,1.5,319700 km,4,Automatic,Front,4-May,Left wheel,Grey,8.0
45798110.0,12585.0,1047,HYUNDAI,Elantra,2009,Sedan,Yes,Petrol,1.6,452100 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45457799.0,94083.0,-,TOYOTA,Land Cruiser,2012,Jeep,Yes,Diesel,4.6 Turbo,195000 km,8,Tiptronic,4x4,>5,Left wheel,Black,12.0
45814388.0,4077.0,-,OPEL,Astra,2018,Goods wagon,No,Petrol,1.6,564200 km,4,Manual,Front,4-May,Left wheel,Carnelian red,4.0
45756044.0,17249.0,441,KIA,Optima,2015,Sedan,No,Hybrid,2.4,0 km,4,Automatic,Front,4-May,Left wheel,White,0.0
45769095.0,3763.0,832,TOYOTA,Tacoma,2019,Jeep,Yes,Petrol,2.7,728400 km,4,Automatic,Rear,4-May,Left wheel,Grey,12.0
45761700.0,4077.0,1363,VOLKSWAGEN,Golf,2019,Coupe,No,Petrol,1.6,531200 km,4,Manual,Front,2-Mar,Left wheel,Silver,2.0
45227271.0,14740.0,779,TOYOTA,Camry,2013,Sedan,No,Hybrid,2.5,0 km,4,Tiptronic,Front,4-May,Left wheel,Black,6.0
45730764.0,32929.0,880,HYUNDAI,Elantra,1992,Sedan,Yes,Petrol,1.6,164400 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45656450.0,549.0,586,TOYOTA,Prius,2022,Hatchback,Yes,Hybrid,1.8,637700 km,4,Automatic,Front,4-May,Left wheel,Black,12.0
45444840.0,28539.0,-,LEXUS,CT 200h,1997,Hatchback,Yes,Hybrid,1.8,247500 km,4,Automatic,Front,4-May,Left wheel,Black,8.0
45808755.0,1882.0,779,VOLKSWAGEN,Jetta,2022,Sedan,Yes,Petrol,2.5,633900 km,5,Automatic,Front,4-May,Left wheel,White,12.0
45646984.0,549.0,1058,MERCEDES-BENZ,C 350,2022,Coupe,Yes,Petrol,3.5,637200 km,6,Automatic,Rear,2-Mar,Left wheel,White,12.0
45815148.0,1098.0,1091,TOYOTA,Camry,2021,Sedan,Yes,Petrol,2.5,705500 km,4,Automatic,Front,4-May,Left wheel,Blue,12.0
45656645.0,188.0,645,TOYOTA,Prius,2022,Hatchback,Yes,Hybrid,1.8,635100 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45781650.0,24462.0,-,MERCEDES-BENZ,E 350 4 Matic AMG Packag,1999,Sedan,Yes,LPG,3.5,258400 km,6,Tiptronic,4x4,4-May,Left wheel,Silver,8.0
43707499.0,18817.0,382,HYUNDAI,Sonata hybrid,2010,Sedan,No,Hybrid,2.4,419100 km,4,Tiptronic,Front,4-May,Left wheel,Black,10.0
45811477.0,3000.0,-,UAZ,31514,2019,Coupe,No,Petrol,1.8,526235 km,4,Manual,4x4,2-Mar,Left wheel,Green,0.0
45732830.0,13495.0,707,HYUNDAI,Sonata,2008,Sedan,Yes,Petrol,2,382100 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45808877.0,81808.0,1156,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,80000 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45811413.0,706.0,1058,TOYOTA,Camry,2022,Sedan,Yes,Petrol,3.5,647100 km,6,Automatic,Front,4-May,Left wheel,Grey,12.0
45787417.0,12544.0,777,TOYOTA,Camry,2011,Sedan,Yes,Petrol,2.5,413800 km,4,Tiptronic,Front,4-May,Left wheel,Grey,12.0
